"date","country","distress"
2014-07-01,"Finland",0
2014-07-01,"France",0
2014-07-01,"Germany",0
2014-07-01,"Greece",5
2014-07-01,"Hungary",6
2014-07-01,"Iceland",0
2014-07-01,"Ireland",3
2014-07-01,"Italy",4
2014-07-01,"Japan",0
2014-07-01,"Korea",0
2014-07-01,"Luxembourg",0
2014-07-01,"Mexico",0
2014-07-01,"Netherlands",4
2014-07-01,"New Zealand",0
2014-07-01,"Norway",0
2014-07-01,"Poland",0
2014-07-01,"Portugal",4
2014-07-01,"Slovak Republic",0
2014-07-01,"Spain",3
2014-07-01,"Sweden",0
2014-07-01,"Switzerland",0
2014-07-01,"Turkey",0
2014-07-01,"United Kingdom",0
2014-07-01,"United States",0
2015-01-01,"Australia",0
2015-01-01,"Austria",1
2015-01-01,"Belgium",0
2015-01-01,"Canada",0
2015-01-01,"Czech Republic",0
2015-01-01,"Denmark",0
2015-01-01,"Finland",0
2015-01-01,"France",0
2015-01-01,"Germany",0
2015-01-01,"Greece",8
2015-01-01,"Hungary",5
2015-01-01,"Iceland",0
2015-01-01,"Ireland",3
2015-01-01,"Italy",4
2015-01-01,"Japan",0
2015-01-01,"Korea",0
2015-01-01,"Luxembourg",0
2015-01-01,"Mexico",0
2015-01-01,"Netherlands",2
2015-01-01,"New Zealand",0
2015-01-01,"Norway",0
2015-01-01,"Poland",0
2015-01-01,"Portugal",3
2015-01-01,"Slovak Republic",0
2015-01-01,"Spain",1
2015-01-01,"Sweden",0
2015-01-01,"Switzerland",0
2015-01-01,"Turkey",0
2015-01-01,"United Kingdom",0
2015-01-01,"United States",0
2015-07-01,"Australia",0
2015-07-01,"Austria",1
2015-07-01,"Belgium",0
2015-07-01,"Canada",0
2015-07-01,"Czech Republic",0
2015-07-01,"Denmark",0
2015-07-01,"Finland",0
2015-07-01,"France",0
2015-07-01,"Germany",0
2015-07-01,"Greece",9
2015-07-01,"Hungary",3
2015-07-01,"Iceland",0
2015-07-01,"Ireland",1
2015-07-01,"Italy",4
2015-07-01,"Japan",0
2015-07-01,"Korea",0
2015-07-01,"Luxembourg",0
2015-07-01,"Mexico",0
2015-07-01,"Netherlands",1
2015-07-01,"New Zealand",0
2015-07-01,"Norway",0
2015-07-01,"Poland",0
2015-07-01,"Portugal",3
2015-07-01,"Slovak Republic",0
2015-07-01,"Spain",0
2015-07-01,"Sweden",0
2015-07-01,"Switzerland",0
2015-07-01,"Turkey",0
2015-07-01,"United Kingdom",0
2015-07-01,"United States",0
2016-01-01,"Australia",0
2016-01-01,"Austria",1
2016-01-01,"Belgium",0
2016-01-01,"Canada",0
2016-01-01,"Czech Republic",0
2016-01-01,"Denmark",0
2016-01-01,"Finland",0
2016-01-01,"France",0
2016-01-01,"Germany",0
2016-01-01,"Greece",6
2016-01-01,"Hungary",1
2016-01-01,"Iceland",0
2016-01-01,"Ireland",3
2016-01-01,"Italy",4
2016-01-01,"Japan",0
2016-01-01,"Korea",0
2016-01-01,"Luxembourg",0
2016-01-01,"Mexico",0
2016-01-01,"Netherlands",0
2016-01-01,"New Zealand",0
2016-01-01,"Norway",0
2016-01-01,"Poland",0
2016-01-01,"Portugal",4
2016-01-01,"Slovak Republic",0
2016-01-01,"Spain",0
2016-01-01,"Sweden",0
2016-01-01,"Switzerland",0
2016-01-01,"Turkey",0
2016-01-01,"United Kingdom",0
2016-01-01,"United States",0
2016-07-01,"Australia",0
2016-07-01,"Austria",0
2016-07-01,"Belgium",0
2016-07-01,"Canada",0
2016-07-01,"Czech Republic",0
2016-07-01,"Denmark",0
2016-07-01,"Finland",0
2016-07-01,"France",0
2016-07-01,"Germany",0
2016-07-01,"Greece",5
2016-07-01,"Hungary",0
2016-07-01,"Iceland",0
2016-07-01,"Ireland",2
2016-07-01,"Italy",4
2016-07-01,"Japan",0
2016-07-01,"Korea",0
2016-07-01,"Luxembourg",0
2016-07-01,"Mexico",0
2016-07-01,"Netherlands",0
2016-07-01,"New Zealand",0
2016-07-01,"Norway",0
2016-07-01,"Poland",0
2016-07-01,"Portugal",4
2016-07-01,"Slovak Republic",0
2016-07-01,"Spain",0
2016-07-01,"Sweden",0
2016-07-01,"Switzerland",0
2016-07-01,"Turkey",0
2016-07-01,"United Kingdom",0
2016-07-01,"United States",0
2017-01-01,"Australia",0
2017-01-01,"Austria",0
2017-01-01,"Belgium",0
2017-01-01,"Canada",0
2017-01-01,"Czech Republic",0
2017-01-01,"Denmark",0
2017-01-01,"Finland",0
2017-01-01,"France",0
2017-01-01,"Germany",0
2017-01-01,"Greece",4
2017-01-01,"Hungary",0
2017-01-01,"Iceland",0
2017-01-01,"Ireland",3
2017-01-01,"Italy",3
2017-01-01,"Japan",0
2017-01-01,"Korea",0
2017-01-01,"Luxembourg",0
2017-01-01,"Mexico",0
2017-01-01,"Netherlands",0
2017-01-01,"New Zealand",0
2017-01-01,"Norway",0
2017-01-01,"Poland",0
2017-01-01,"Portugal",4
2017-01-01,"Slovak Republic",0
2017-01-01,"Spain",0
2017-01-01,"Sweden",0
2017-01-01,"Switzerland",0
2017-01-01,"Turkey",0
2017-01-01,"United Kingdom",0
2017-01-01,"United States",0
2017-07-01,"Australia",0
2017-07-01,"Austria",0
2017-07-01,"Belgium",0
2017-07-01,"Canada",0
2017-07-01,"Czech Republic",0
2017-07-01,"Denmark",0
2017-07-01,"Finland",0
2017-07-01,"France",0
2017-07-01,"Germany",0
2017-07-01,"Greece",4
2017-07-01,"Hungary",0
2017-07-01,"Iceland",0
2017-07-01,"Ireland",3
2017-07-01,"Italy",2
2017-07-01,"Japan",0
2017-07-01,"Korea",0
2017-07-01,"Luxembourg",0
2017-07-01,"Mexico",0
2017-07-01,"Netherlands",0
2017-07-01,"New Zealand",0
2017-07-01,"Norway",0
2017-07-01,"Poland",0
2017-07-01,"Portugal",3
2017-07-01,"Slovak Republic",0
2017-07-01,"Spain",0
2017-07-01,"Sweden",0
2017-07-01,"Switzerland",0
2017-07-01,"Turkey",0
2017-07-01,"United Kingdom",0
2017-07-01,"United States",0
